business_id,rating,review_text,date
BUS_0002,4,Hritik: Satisfactory hygiene levels. Staff is helpful in suggesting the right treatment.,2025-05-16
BUS_0002,3,Average styling. Hygiene in the washing area could be improved.,2025-03-12
BUS_0002,5,"Nisha: Clean salon, relaxing ambiance. Loved the facial and manicure. Will visit again!",2024-08-14
BUS_0002,5,Perfect styling every single time. Rajesh is a master barber!,2024-11-04
BUS_0002,5,Awesome hair spa session by Rajesh. Very polite staff and neat services.,2025-01-03
BUS_0002,5,Qabil: Great service at reasonable rates. They use premium products. Highly recommended.,2025-03-05
BUS_0002,5,Great service at reasonable rates. They use premium products. Highly recommended.,2025-04-01
BUS_0003,1,They charged me for a full year and closed down the evening slot. Fraud management!,2024-11-28
BUS_0003,2,The washrooms are rarely clean. Heavy smell of sweat and dampness.,2025-01-19
BUS_0003,3,Average gym. Some machines are often out of order and repairs take weeks.,2024-11-20
BUS_0003,3,Adya: A bit crowded. The staff is polite but the locker facility is average.,2024-09-23
BUS_0003,5,Love the vibes here. The group classes are highly energetic and fun!,2024-09-04
BUS_0003,1,Completely waste of money. No water in washrooms and dirty floor. Avoid at all costs.,2025-01-21
BUS_0003,5,Love the vibes here. The group classes are highly energetic and fun!,2025-07-02
BUS_0003,3,Chaitaly: Average gym. Some machines are often out of order and repairs take weeks.,2024-11-18
BUS_0003,3,"Trainers are okay, but they focus more on personal training clients than regulars.",2025-07-20
BUS_0003,1,Amrita: Extremely unhygienic. The air conditioning never works and trainers are unprofessional. Waste of money.,2025-05-31
BUS_0003,3,Average gym. Some machines are often out of order and repairs take weeks.,2024-12-11
BUS_0003,4,William: Satisfied with the hygiene and trainer support. Good value for money.,2024-12-27
BUS_0003,4,Maanav: Decent gym with polite staff. Parking can sometimes be an issue.,2024-12-05
BUS_0004,4,Wazir: Satisfied with the hygiene and trainer support. Good value for money.,2025-02-08
BUS_0004,5,"Aadi: Excellent workout atmosphere, trainers are very helpful. Clean changing rooms.",2025-02-11
BUS_0004,4,Indali: Decent gym with polite staff. Parking can sometimes be an issue.,2024-08-19
BUS_0004,5,"Great trainers, modern equipment, very clean gym. Best gym in the area!",2025-01-16
BUS_0004,4,"Hitesh: Good place to work out. Equipment is well-maintained, though it gets crowded in evenings.",2024-11-18
BUS_0004,5,Love the vibes here. The group classes are highly energetic and fun!,2024-08-21
BUS_0004,5,Lipika: Fully equipped with the latest machines. The personal trainers really know their stuff.,2024-09-02
BUS_0004,5,"Excellent workout atmosphere, trainers are very helpful. Clean changing rooms.",2025-02-11
BUS_0004,5,Love the vibes here. The group classes are highly energetic and fun!,2025-02-03
BUS_0004,4,"Indrajit: Spacious gym floor. Wish they had more benches, but overall a solid experience.",2025-01-12
BUS_0004,4,Nice trainers and good environment. The monthly subscription is worth the price.,2024-10-23
BUS_0004,5,Top class facilities and very hygienic post-COVID setup. Strongly recommended.,2024-09-24
BUS_0004,5,Fully equipped with the latest machines. The personal trainers really know their stuff.,2024-11-10
BUS_0004,3,Dominic: Average gym. Some machines are often out of order and repairs take weeks.,2025-03-28
BUS_0004,5,Wriddhish: Love the vibes here. The group classes are highly energetic and fun!,2025-01-08
BUS_0004,5,"Excellent workout atmosphere, trainers are very helpful. Clean changing rooms.",2025-07-19
BUS_0004,4,"Good place to work out. Equipment is well-maintained, though it gets crowded in evenings.",2025-07-19
BUS_0004,4,Nice trainers and good environment. The monthly subscription is worth the price.,2025-07-13
BUS_0004,5,Fully equipped with the latest machines. The personal trainers really know their stuff.,2025-07-11
BUS_0004,3,Decent space but the ventilation could be improved. Smells sweaty during peak hours.,2025-03-06
BUS_0004,4,Yasti: Satisfied with the hygiene and trainer support. Good value for money.,2024-08-01
BUS_0004,4,Lajita: Nice trainers and good environment. The monthly subscription is worth the price.,2025-07-21
BUS_0004,4,Nice trainers and good environment. The monthly subscription is worth the price.,2025-02-22
BUS_0004,5,"Siddharth: Great trainers, modern equipment, very clean gym. Best gym in the area!",2024-10-30
BUS_0004,2,A lot of broken equipment. The dumbbells are unorganized and hard to find.,2024-11-07
BUS_0004,4,Decent gym with polite staff. Parking can sometimes be an issue.,2025-06-17
BUS_0005,1,"Ojasvi: Rude staff, rusty equipment, and terrible hygiene. Wish I could give zero stars.",2025-01-09
BUS_0005,1,They charged me for a full year and closed down the evening slot. Fraud management!,2025-04-10
BUS_0005,5,Fully equipped with the latest machines. The personal trainers really know their stuff.,2024-08-04
BUS_0005,2,A lot of broken equipment. The dumbbells are unorganized and hard to find.,2025-04-02
BUS_0005,1,Completely waste of money. No water in washrooms and dirty floor. Avoid at all costs.,2025-07-18
BUS_0005,1,Orinder: Extremely unhygienic. The air conditioning never works and trainers are unprofessional. Waste of money.,2025-02-25
BUS_0005,1,Extremely unhygienic. The air conditioning never works and trainers are unprofessional. Waste of money.,2025-04-16
BUS_0005,1,Peter: Completely waste of money. No water in washrooms and dirty floor. Avoid at all costs.,2024-07-25
BUS_0005,4,Decent gym with polite staff. Parking can sometimes be an issue.,2024-09-19
BUS_0005,3,Tanvi: Average gym. Some machines are often out of order and repairs take weeks.,2024-12-10
BUS_0005,2,Very crowded and half the treadmills don't work. Not worth the subscription fee.,2025-06-04
BUS_0005,2,The washrooms are rarely clean. Heavy smell of sweat and dampness.,2024-12-31
BUS_0005,2,Vyanjana: A lot of broken equipment. The dumbbells are unorganized and hard to find.,2025-05-16
BUS_0005,2,Trainers are unfriendly and keep pushing expensive supplement packages.,2024-12-05
BUS_0005,1,Terrible experience. The trainer gave me wrong instructions and I got a back injury.,2025-06-13
BUS_0005,3,A bit crowded. The staff is polite but the locker facility is average.,2024-10-13
BUS_0006,1,"Worst retail shop. Arrogant owner, expired products, and bad attitude. Never visiting again.",2025-07-10
BUS_0006,4,Satisfied with the collection. Prices are competitive compared to supermarket chains.,2024-10-11
BUS_0006,2,"Messy layout, difficult to find items. The staff is clueless about the stock.",2024-11-27
BUS_0006,1,Extremely rude staff. They accused us of shoplifting just because we were looking around. Insulting!,2025-05-31
BUS_0006,5,Frado: Very friendly owner and they always have fresh stock. Price is also reasonable.,2025-07-05
BUS_0006,2,Ridhi: Cramped aisles and dirty floors. The store needs better management.,2024-12-16
BUS_0006,1,Abhimanyu: Extremely rude staff. They accused us of shoplifting just because we were looking around. Insulting!,2025-04-01
BUS_0006,2,"Messy layout, difficult to find items. The staff is clueless about the stock.",2025-06-17
BUS_0006,4,Good range of items. The store is clean and billing is fast. Friendly staff.,2024-12-11
BUS_0007,4,"Lavanya: Spacious gym floor. Wish they had more benches, but overall a solid experience.",2025-06-12
BUS_0007,4,"Good place to work out. Equipment is well-maintained, though it gets crowded in evenings.",2024-10-23
BUS_0007,5,"Max: Great trainers, modern equipment, very clean gym. Best gym in the area!",2025-07-08
BUS_0007,4,"Spacious gym floor. Wish they had more benches, but overall a solid experience.",2025-02-09
BUS_0007,2,Poor management. They changed the timings without informing members in advance.,2025-01-24
BUS_0007,4,"Spacious gym floor. Wish they had more benches, but overall a solid experience.",2025-01-07
BUS_0007,4,Lakshit: Decent gym with polite staff. Parking can sometimes be an issue.,2025-04-06
BUS_0007,5,"Great trainers, modern equipment, very clean gym. Best gym in the area!",2024-08-26
BUS_0007,5,"Kashvi: Great trainers, modern equipment, very clean gym. Best gym in the area!",2024-12-12
BUS_0007,4,Decent gym with polite staff. Parking can sometimes be an issue.,2024-10-04
BUS_0007,2,The washrooms are rarely clean. Heavy smell of sweat and dampness.,2025-03-25
BUS_0007,4,"Good place to work out. Equipment is well-maintained, though it gets crowded in evenings.",2025-04-25
BUS_0007,3,A bit crowded. The staff is polite but the locker facility is average.,2025-05-07
BUS_0007,5,"Great trainers, modern equipment, very clean gym. Best gym in the area!",2024-10-01
BUS_0007,3,A bit crowded. The staff is polite but the locker facility is average.,2024-10-18
BUS_0007,4,Nice trainers and good environment. The monthly subscription is worth the price.,2025-06-14
BUS_0007,4,"David: Good place to work out. Equipment is well-maintained, though it gets crowded in evenings.",2024-12-04
BUS_0007,5,Xalak: Love the vibes here. The group classes are highly energetic and fun!,2025-04-05
BUS_0007,5,Chandani: Love the vibes here. The group classes are highly energetic and fun!,2024-12-31
BUS_0007,5,Top class facilities and very hygienic post-COVID setup. Strongly recommended.,2025-05-18
BUS_0007,5,"Chaitanya: Excellent workout atmosphere, trainers are very helpful. Clean changing rooms.",2024-09-03
BUS_0007,5,Love the vibes here. The group classes are highly energetic and fun!,2024-11-26
BUS_0007,5,Love the vibes here. The group classes are highly energetic and fun!,2024-12-09
BUS_0008,4,Clean cafe with a nice selection of desserts. Coffee quality is consistent.,2024-11-12
BUS_0008,3,Yuvraj: Service is slow. We had to ask for water three times. Sandwich was dry.,2025-01-03
BUS_0008,2,Hygiene is questionable. Saw flies near the cake display. Avoid eating here.,2024-08-08
BUS_0009,2,"Chandani: Terrible service, waited 45 minutes for a cold coffee. The food was tasteless and expensive.",2024-11-23
BUS_0009,3,"Jatin: Decent cafe but the seating is cramped. Coffee is average, nothing special.",2025-06-01
BUS_0009,1,Terrible customer service. They charged us service charge forcibly and misbehaved.,2024-12-30
BUS_0010,3,"Decent cafe but the seating is cramped. Coffee is average, nothing special.",2024-11-02
BUS_0010,1,Terrible customer service. They charged us service charge forcibly and misbehaved.,2025-03-14
BUS_0010,1,"Terrible food, horrible service. The waiters are rude and ignore customers. Stay away!",2025-02-22
BUS_0010,2,"Terrible service, waited 45 minutes for a cold coffee. The food was tasteless and expensive.",2024-08-30
BUS_0010,3,An average cafe. Good tea but the snacks were oily and lukewarm.,2025-03-17
BUS_0010,2,"Terrible service, waited 45 minutes for a cold coffee. The food was tasteless and expensive.",2025-04-23
BUS_0010,2,"Very noisy, bad seating, and average coffee. Staff looked confused and uncoordinated.",2025-02-05
BUS_0010,1,"Tristan: Terrible food, horrible service. The waiters are rude and ignore customers. Stay away!",2025-07-16
BUS_0010,3,"Meghana: Ambiance is good for photos, but the main dishes are mediocre. Desserts are better.",2024-09-01
BUS_0010,1,Terrible customer service. They charged us service charge forcibly and misbehaved.,2025-04-30
BUS_0010,2,"Anvi: Terrible service, waited 45 minutes for a cold coffee. The food was tasteless and expensive.",2025-06-16
BUS_0011,5,Fully equipped with the latest machines. The personal trainers really know their stuff.,2025-03-27
BUS_0011,5,Top class facilities and very hygienic post-COVID setup. Strongly recommended.,2024-07-29
BUS_0011,4,"Good place to work out. Equipment is well-maintained, though it gets crowded in evenings.",2025-07-11
BUS_0011,5,Top class facilities and very hygienic post-COVID setup. Strongly recommended.,2024-09-28
BUS_0011,5,Top class facilities and very hygienic post-COVID setup. Strongly recommended.,2024-09-03
BUS_0011,4,Satisfied with the hygiene and trainer support. Good value for money.,2025-07-10
BUS_0011,5,Love the vibes here. The group classes are highly energetic and fun!,2025-01-23
BUS_0011,5,Chameli: Love the vibes here. The group classes are highly energetic and fun!,2025-04-05
BUS_0011,4,Decent gym with polite staff. Parking can sometimes be an issue.,2024-11-22
BUS_0011,4,"Vivaan: Spacious gym floor. Wish they had more benches, but overall a solid experience.",2025-05-25
BUS_0011,3,"Pallavi: It's fine for basic lifting, but the music is way too loud and annoying.",2024-12-22
BUS_0011,5,Turvi: Fully equipped with the latest machines. The personal trainers really know their stuff.,2025-02-20
BUS_0011,5,Fully equipped with the latest machines. The personal trainers really know their stuff.,2025-07-10
BUS_0011,5,"Great trainers, modern equipment, very clean gym. Best gym in the area!",2025-03-03
BUS_0011,5,Fully equipped with the latest machines. The personal trainers really know their stuff.,2024-10-30
BUS_0011,5,Fully equipped with the latest machines. The personal trainers really know their stuff.,2025-02-10
BUS_0011,4,"Chakradhar: Good place to work out. Equipment is well-maintained, though it gets crowded in evenings.",2025-01-25
BUS_0011,4,"Spacious gym floor. Wish they had more benches, but overall a solid experience.",2024-10-28
BUS_0011,4,Nice trainers and good environment. The monthly subscription is worth the price.,2025-06-28
BUS_0012,4,Satisfied with the collection. Prices are competitive compared to supermarket chains.,2024-10-01
BUS_0012,4,Decent discounts and polite billing clerks. Good neighborhood retail shop.,2025-01-15
BUS_0012,4,"Nice shopping experience. Most items are available, parking is slightly tight.",2024-07-31
BUS_0012,5,Mekhala: Very friendly owner and they always have fresh stock. Price is also reasonable.,2024-10-21
BUS_0012,3,The store is a bit congested. Billing takes long during evening rush hours.,2025-02-11
BUS_0012,3,Average service. The staff is indifferent and not very helpful.,2024-11-21
BUS_0012,4,Charita: Good range of items. The store is clean and billing is fast. Friendly staff.,2025-04-29
BUS_0012,4,Rudra: Organized sections. Got what I needed quickly. Helpful floor staff.,2025-03-01
BUS_0012,1,"Dirty store, expired items on shelves, and bad customer service. Total waste of time.",2025-02-22
BUS_0012,4,Satisfied with the collection. Prices are competitive compared to supermarket chains.,2024-10-07
BUS_0012,4,Henry: Satisfied with the collection. Prices are competitive compared to supermarket chains.,2025-05-27
BUS_0012,5,Outstanding service. The owner ordered a specific item just for me. Very customer-centric.,2024-08-14
BUS_0012,4,"Nice shopping experience. Most items are available, parking is slightly tight.",2024-10-28
BUS_0012,5,Great neighborhood store. Always well-stocked and they deliver home quickly.,2025-05-21
BUS_0012,4,Good range of items. The store is clean and billing is fast. Friendly staff.,2025-03-04
BUS_0012,5,Excellent collection of apparel. The staff helps you find the right fit patiently.,2024-09-22
BUS_0012,5,Great neighborhood store. Always well-stocked and they deliver home quickly.,2024-07-24
BUS_0012,5,Great neighborhood store. Always well-stocked and they deliver home quickly.,2024-12-08
BUS_0012,5,Great neighborhood store. Always well-stocked and they deliver home quickly.,2025-01-13
BUS_0013,4,Clean cafe with a nice selection of desserts. Coffee quality is consistent.,2024-12-08
BUS_0013,2,"Rajeshri: Terrible service, waited 45 minutes for a cold coffee. The food was tasteless and expensive.",2025-01-18
BUS_0013,3,Service is slow. We had to ask for water three times. Sandwich was dry.,2025-05-19
BUS_0013,1,Stale food that gave my friend food poisoning. Disgusting and unsafe cafe.,2025-04-19
BUS_0013,1,Found a hair in my food! Extremely unhygienic kitchen. Arrogant manager refused to refund.,2024-09-06
BUS_0013,5,"Best cafe in the city. Great music, wonderful staff, and the pasta was super delicious.",2024-11-24
BUS_0014,1,Bhavika: They charged me for a full year and closed down the evening slot. Fraud management!,2025-06-08
BUS_0014,1,"Rude staff, rusty equipment, and terrible hygiene. Wish I could give zero stars.",2025-03-17
BUS_0014,4,Satisfied with the hygiene and trainer support. Good value for money.,2025-07-21
BUS_0014,4,Decent gym with polite staff. Parking can sometimes be an issue.,2024-12-15
BUS_0015,4,"Spacious gym floor. Wish they had more benches, but overall a solid experience.",2024-11-28
BUS_0015,2,A lot of broken equipment. The dumbbells are unorganized and hard to find.,2025-06-17
BUS_0015,2,Trainers are unfriendly and keep pushing expensive supplement packages.,2025-04-07
BUS_0015,2,A lot of broken equipment. The dumbbells are unorganized and hard to find.,2025-06-04
BUS_0015,1,They charged me for a full year and closed down the evening slot. Fraud management!,2025-02-23
BUS_0015,2,Rayaan: A lot of broken equipment. The dumbbells are unorganized and hard to find.,2024-10-07
BUS_0015,5,"Excellent workout atmosphere, trainers are very helpful. Clean changing rooms.",2024-09-06
BUS_0016,3,"Food is okay but overpriced. The acoustics are bad, gets very noisy.",2025-03-31
BUS_0016,1,Advik: Found a hair in my food! Extremely unhygienic kitchen. Arrogant manager refused to refund.,2024-12-22
BUS_0016,2,Air conditioning was not working. The sandwich had stale bread. Very disappointed.,2024-11-03
BUS_0016,3,Service is slow. We had to ask for water three times. Sandwich was dry.,2024-12-19
BUS_0016,4,Good coffee and cozy ambience. Perfect for a casual meeting or reading.,2025-02-17
BUS_0016,1,Terrible customer service. They charged us service charge forcibly and misbehaved.,2025-05-03
BUS_0016,3,"Food is okay but overpriced. The acoustics are bad, gets very noisy.",2024-08-23
BUS_0016,3,An average cafe. Good tea but the snacks were oily and lukewarm.,2025-05-23
BUS_0016,4,Girindra: Tasty sandwiches and milkshakes. Service is a bit slow during weekends.,2024-08-19
BUS_0016,3,"Ambiance is good for photos, but the main dishes are mediocre. Desserts are better.",2024-10-17
BUS_0016,4,Nice ambiance and friendly staff. Price is slightly on the higher side.,2025-02-12
BUS_0016,3,"Decent cafe but the seating is cramped. Coffee is average, nothing special.",2024-10-14
BUS_0016,4,Nice ambiance and friendly staff. Price is slightly on the higher side.,2025-04-30
BUS_0017,4,"Nice haircuts. The waiting area is comfortable, and they offer green tea.",2024-11-20
BUS_0017,4,Ubika: Very good salon. Polite staff and quick service. A bit pricey but good quality.,2024-10-04
BUS_0017,4,Good salon experience. Make sure to book an appointment as weekends are packed.,2025-02-02
BUS_0017,4,Janya: Very good salon. Polite staff and quick service. A bit pricey but good quality.,2025-02-21
BUS_0017,2,Overpriced for such basic services. They charge extra for small things without telling.,2024-10-20
BUS_0017,4,Gautami: Modern setup and skilled staff. The hair color came out exactly as expected.,2024-12-16
BUS_0017,4,"Rachana: Nice haircuts. The waiting area is comfortable, and they offer green tea.",2025-05-20
BUS_0017,2,David: Dirty towels and uncleaned combs. The management doesn't care about basic hygiene.,2024-12-26
BUS_0017,4,Nathan: Satisfactory hygiene levels. Staff is helpful in suggesting the right treatment.,2025-03-08
BUS_0017,4,Satisfactory hygiene levels. Staff is helpful in suggesting the right treatment.,2024-08-08
BUS_0017,5,Perfect styling every single time. Rajesh is a master barber!,2025-03-15
BUS_0017,4,Satisfactory hygiene levels. Staff is helpful in suggesting the right treatment.,2025-05-21
BUS_0017,4,"Oviya: Nice haircuts. The waiting area is comfortable, and they offer green tea.",2025-02-27
BUS_0017,3,Krishna: Service is average. The stylist seemed in a hurry and didn't listen to instructions.,2025-07-18
BUS_0017,5,Excellent bridal makeup and hair styling. The staff is highly professional.,2025-06-11
BUS_0017,5,Jyoti: Excellent bridal makeup and hair styling. The staff is highly professional.,2025-04-12
BUS_0017,4,Very good salon. Polite staff and quick service. A bit pricey but good quality.,2025-06-08
BUS_0017,5,Perfect styling every single time. Rajesh is a master barber!,2025-05-01
BUS_0017,4,Very good salon. Polite staff and quick service. A bit pricey but good quality.,2025-04-15
BUS_0017,5,Awesome hair spa session by Rajesh. Very polite staff and neat services.,2024-07-30
BUS_0018,5,A perfect workspace. WiFi is fast and the pour-over coffee is exceptional.,2025-03-27
BUS_0018,5,Loved the cold brew and the paneer tikka sandwich. Ambient lighting makes it perfect for working.,2024-10-27
BUS_0018,5,Great vibes and amazing food. The outdoor seating is very beautiful.,2025-05-13
BUS_0018,4,Tasty sandwiches and milkshakes. Service is a bit slow during weekends.,2025-04-20
BUS_0018,5,Mohammed: Great vibes and amazing food. The outdoor seating is very beautiful.,2024-09-07
BUS_0018,5,Loved the cold brew and the paneer tikka sandwich. Ambient lighting makes it perfect for working.,2024-09-16
BUS_0018,5,"Best cafe in the city. Great music, wonderful staff, and the pasta was super delicious.",2025-04-16
BUS_0018,5,A perfect workspace. WiFi is fast and the pour-over coffee is exceptional.,2024-10-17
BUS_0018,5,A perfect workspace. WiFi is fast and the pour-over coffee is exceptional.,2024-08-10
BUS_0018,5,"Adya: Best cafe in the city. Great music, wonderful staff, and the pasta was super delicious.",2025-05-30
BUS_0018,5,Loved the cold brew and the paneer tikka sandwich. Ambient lighting makes it perfect for working.,2024-07-28
BUS_0018,4,Upadhriti: Loved the pizza and hot chocolate. Good place to hang out with friends.,2025-04-06
BUS_0018,4,Tanay: Clean cafe with a nice selection of desserts. Coffee quality is consistent.,2024-09-02
BUS_0018,2,Air conditioning was not working. The sandwich had stale bread. Very disappointed.,2025-06-10
BUS_0018,5,"Best cafe in the city. Great music, wonderful staff, and the pasta was super delicious.",2025-02-13
BUS_0018,5,"Excellent coffee, cozy seating, and polite staff. The blueberry cheesecake is a must-try!",2024-09-09
BUS_0018,4,Nice ambiance and friendly staff. Price is slightly on the higher side.,2024-11-28
BUS_0018,3,"Chanakya: Decent cafe but the seating is cramped. Coffee is average, nothing special.",2024-09-10
BUS_0018,4,Tasty sandwiches and milkshakes. Service is a bit slow during weekends.,2024-09-22
BUS_0018,5,"Best cafe in the city. Great music, wonderful staff, and the pasta was super delicious.",2025-02-08
BUS_0018,2,Vedhika: Air conditioning was not working. The sandwich had stale bread. Very disappointed.,2024-08-29
BUS_0019,4,Good salon experience. Make sure to book an appointment as weekends are packed.,2025-02-13
BUS_0019,5,Great service at reasonable rates. They use premium products. Highly recommended.,2025-02-24
BUS_0019,5,Gautami: Awesome hair spa session by Rajesh. Very polite staff and neat services.,2025-07-16
BUS_0019,5,Nandini: Excellent bridal makeup and hair styling. The staff is highly professional.,2025-06-10
BUS_0019,4,Modern setup and skilled staff. The hair color came out exactly as expected.,2025-04-11
BUS_0019,5,Great service at reasonable rates. They use premium products. Highly recommended.,2024-10-12
BUS_0019,4,"Nice haircuts. The waiting area is comfortable, and they offer green tea.",2025-04-22
BUS_0019,5,Great service at reasonable rates. They use premium products. Highly recommended.,2025-02-25
BUS_0019,3,"David: The ambiance is nice, but prices have increased significantly. Not as good value now.",2024-08-22
BUS_0019,4,Modern setup and skilled staff. The hair color came out exactly as expected.,2025-05-24
BUS_0019,4,Satisfactory hygiene levels. Staff is helpful in suggesting the right treatment.,2024-11-03
BUS_0019,3,Michael: It was okay. Nothing exceptional. Basic haircut was decent but styling was mediocre.,2025-06-01
BUS_0019,5,Excellent bridal makeup and hair styling. The staff is highly professional.,2025-05-18
BUS_0019,2,Gayathri: Rude receptionist and very slow staff. Waited 45 minutes for a simple trim.,2025-05-18
BUS_0020,1,Complete fraud. Charged me double for items and refused a refund. Horrible experience.,2025-04-22
BUS_0020,3,Average service. The staff is indifferent and not very helpful.,2024-10-05
BUS_0020,3,Average service. The staff is indifferent and not very helpful.,2024-10-01
BUS_0021,4,Janaki: Modern setup and skilled staff. The hair color came out exactly as expected.,2024-11-19
BUS_0021,5,Great service at reasonable rates. They use premium products. Highly recommended.,2025-05-09
BUS_0021,5,Great service at reasonable rates. They use premium products. Highly recommended.,2024-08-30
BUS_0021,5,Great service at reasonable rates. They use premium products. Highly recommended.,2025-02-04
BUS_0021,4,Urmi: Very good salon. Polite staff and quick service. A bit pricey but good quality.,2024-09-13
BUS_0021,5,Perfect styling every single time. Rajesh is a master barber!,2025-01-21
BUS_0021,3,It was okay. Nothing exceptional. Basic haircut was decent but styling was mediocre.,2024-09-02
BUS_0021,2,Poor service quality. The hair treatment caused scalp irritation. Will not return.,2025-05-01
BUS_0021,4,Good salon experience. Make sure to book an appointment as weekends are packed.,2025-05-11
BUS_0021,5,Awesome hair spa session by Rajesh. Very polite staff and neat services.,2025-01-06
BUS_0021,5,Perfect styling every single time. Rajesh is a master barber!,2025-02-13
BUS_0021,5,"Clean salon, relaxing ambiance. Loved the facial and manicure. Will visit again!",2025-04-18
BUS_0021,5,Falguni: Excellent bridal makeup and hair styling. The staff is highly professional.,2024-09-10
BUS_0021,4,Satisfactory hygiene levels. Staff is helpful in suggesting the right treatment.,2024-12-30
BUS_0021,5,Xiti: Awesome hair spa session by Rajesh. Very polite staff and neat services.,2025-01-05
BUS_0021,5,Excellent bridal makeup and hair styling. The staff is highly professional.,2024-10-04
BUS_0021,5,Balveer: Great service at reasonable rates. They use premium products. Highly recommended.,2025-06-22
BUS_0021,5,Hamsini: Excellent bridal makeup and hair styling. The staff is highly professional.,2025-04-23
BUS_0021,4,Good salon experience. Make sure to book an appointment as weekends are packed.,2025-01-15
BUS_0021,4,Forum: Satisfactory hygiene levels. Staff is helpful in suggesting the right treatment.,2024-10-20
BUS_0021,5,Wahab: Perfect styling every single time. Rajesh is a master barber!,2025-01-21
BUS_0021,5,Perfect styling every single time. Rajesh is a master barber!,2025-02-07
BUS_0021,5,Awesome hair spa session by Rajesh. Very polite staff and neat services.,2024-09-20
BUS_0021,4,Good salon experience. Make sure to book an appointment as weekends are packed.,2024-08-17
BUS_0021,5,Excellent bridal makeup and hair styling. The staff is highly professional.,2025-02-22
BUS_0021,5,Daksh: Excellent bridal makeup and hair styling. The staff is highly professional.,2024-10-13
BUS_0021,5,Perfect styling every single time. Rajesh is a master barber!,2025-05-17
BUS_0021,5,Great service at reasonable rates. They use premium products. Highly recommended.,2025-03-07
BUS_0022,4,Nice trainers and good environment. The monthly subscription is worth the price.,2025-06-25
BUS_0022,5,Love the vibes here. The group classes are highly energetic and fun!,2024-12-19
BUS_0022,4,Satisfied with the hygiene and trainer support. Good value for money.,2024-09-20
BUS_0022,5,Fully equipped with the latest machines. The personal trainers really know their stuff.,2025-06-21
BUS_0022,4,Nice trainers and good environment. The monthly subscription is worth the price.,2025-03-31
